id,name,address,description,locked,under_repair,working_hours,working_all_time,phone,latitude,longitude,url,paid,paid_value,paid_description,accessibility_id,score,plug_share_id,created_at,updated_at,company_id,provider_id,provider_type,available_id,deleted_at,user_id,is_fast,is_single_charging_station,country_id,area_id,city_id,is_geo_processed,is_hidden,is_disappeared_in_provider,landing_url_button_action,icon_type,exist_connectors/0,is_new,preview_photo,connector_stats/all,connector_stats/busy,connector_stats/failed,color_availability_scheme,available_for_humans,serving_company/id,serving_company/name,serving_company/url,serving_company/phone,serving_company/email,serving_company/google_play_url,serving_company/app_store_url,serving_company/party_id,serving_company/user_id,serving_company/is_messages_enabled,serving_company/image_url,exist_connectors/1,exist_connectors/2,exist_connectors/3,exist_connectors/4
1707,Kasnäs kylpylähotelli,Kasnäsintie 1294,,false,false,,false,,59.921413,22.40718,,false,,,0,0,81619,2022-04-18T18:30:53.362+02:00,2022-09-29T15:10:27.087+02:00,,,,0,,,false,false,10,132,,true,false,false,,public_station,"Синяя, 16A",false,,2,0,0,#005B96,Работает,,,,,,,,,,,,Розетка RU/Euro,,,
174,Green Gold Park,"Почтовая ул., Селище, Тверская обл., Россия, 172235",,false,false,,false,,56.895944,33.289684,,false,,,0,0,330102,2022-04-18T18:30:47.257+02:00,2022-09-29T15:10:27.106+02:00,,,,0,,,false,false,1,1,37,false,false,false,,public_station,Розетка RU/Euro,false,,1,0,0,#005B96,Работает,,,,,,,,,,,,,,,
1202,Avtoservice PitStop,"Россия, Владимирская область, Суздаль, улица Коровники, 58",Нужно позвонить по телефону заранее. Предупредить что приедете. Чтобы был свободен гараж. Хозяин сервиса - Александр.,false,false,8:00-23:00,false,+79036455083,56.433833010313435,40.4260128736496,,false,,,0,0,198896,2022-04-18T18:30:51.713+02:00,2022-09-29T15:10:27.088+02:00,,,,0,,,false,false,1,62,260,false,false,false,,public_station,"Красная, 5-pin 16А",false,,2,0,0,#005B96,Работает,,,,,,,,,,,,Розетка RU/Euro,,,
38402,1102,"Россия, Москва, Центральный административный округ, Тверской район, Кремль, Троицкая улица",Публичное описание ЭЗС,false,false,,false,,55.75222,37.61556,,false,,,0,,,2022-10-12T13:24:04.188+02:00,2022-11-16T22:16:05.204+01:00,24,ns=2;g=aae862c6-7f52-4f8a-8411-971d05100641,sitronics,0,,,false,true,1,10,1666,true,false,false,,public_station,Type 2,false,,1,0,0,#03C03C,Работает,24,Sitronics,http://sitronics-electro.ru/,88002500006,support@sitronics.com,https://play.google.com/store/apps/details?id=com.sitronics.app&hl=en&gl=ru,,SIT,1319,false,https://2chargers.net/uploads/companies/2022-08-03/3ed6cc99-8a36-4b65-9d91-109d1f5255a8.png,,,,
1040,Заполье,"д.Заполье, ул.Летняя, 1а",,false,false,,false,+79223483922,57.906025,55.878025,,false,,,0,0,338927,2022-04-18T18:30:51.286+02:00,2022-09-29T15:10:27.120+02:00,,,,0,,,false,false,1,33,1173,false,false,false,,public_station,Розетка RU/Euro,false,,1,0,0,#005B96,Работает,,,,,,,,,,,,,,,
430,,"Р239, Респ. Татарстан, Россия, 422622",,false,false,6.00-23.00,false,,55.597348,49.440969,,false,,,1,0,301532,2022-04-18T18:30:48.566+02:00,2022-09-29T15:10:27.130+02:00,,,,0,,,false,false,1,75,1174,false,false,false,,home_station,Розетка RU/Euro,false,,1,0,0,#005B96,Работает,,,,,,,,,,,,,,,
784,Orlen,"Польша, Мазовецкое воеводство, Гарволинский повят, сельская гмина Троянув, Мрокув",,false,false,,false,,51.739708,21.783004,,false,,,0,0,91840,2022-04-18T18:30:50.190+02:00,2022-09-29T15:10:27.132+02:00,,,,0,,,false,false,11,223,,true,false,false,,public_station,Розетка RU/Euro,false,,1,0,0,#005B96,Работает,,,,,,,,,,,,,,,
34599,"DC «Гринэль» #1 ТОЦ ""Аксион""","Ижевск, ул. Карла Маркса, 191","#1 быстрая станция DC «Гринэль» #1 ТОЦ ""Аксион""

https://www.plugshare.com/location/338267",false,false,,false,,56.848013,53.202779,,true,,,0,,,2022-07-19T19:09:53.645+02:00,2022-11-16T22:16:06.766+01:00,2,3cc0295c-d81e-448d-ad8d-9da2157c2975,itcharge,0,,,true,false,1,171,221,false,false,false,,public_station_paid_fast,CHAdeMO,false,,4,0,0,#FE6E00,Работает,2,ItCharge,https://itcharge.ru/,84951976463,super@itcharge.ru,https://play.google.com/store/apps/details?id=me.itcharge.main,https://apps.apple.com/ru/app/it-charge/id1544929411,ITC,219,false,https://2chargers.net/uploads/companies/2022-08-03/a9c171ce-72ae-4d8f-88b7-e101e91c1214.png,CCS 2,Type 2,Type 1,
34587,Зарядка у Мурада,"Россия, Республика Дагестан, Дахадаевский район, село Кубачи",,false,false,Домашняя. Единственная зарядка в горах! 😍 Звонить чуть заранее. Но он рад любым электромобилистам. Мощность: до 14 кВт если по трем фазам. До 5 кВт если по одной фазе :),false,+7 963 4015643,42.09650037584424,47.603888846933835,,false,,,0,,,2022-07-16T20:30:53.688+02:00,2022-09-29T15:10:27.148+02:00,,,,0,,995,false,false,1,243,1646,false,false,false,,public_station,"Красная, 5-pin 32А",false,,4,0,1,#005B96,Работает,,,,,,,,,,,,Розетка RU/Euro,"Подключение к щитку (1 фаза, 230V)","Подключение к щитку (3 фазы, 400V)",
8263,AC-станция Etrel (Вологда),"Вологда, ул.Гагарина 26","Зарядка с 5м кабелем. Type 2
станция компании Бизнес-Софт",false,false,,false,,59.215733,39.84567,,true,,,0,,,2022-04-25T14:02:04.564+02:00,2022-11-16T22:16:05.452+01:00,2,547de696-5087-427c-acc5-9c01642027de,itcharge,0,,,true,false,1,65,56,false,false,false,,public_station_paid_fast,Type 2,false,,9,1,4,#03C03C,Работает,2,ItCharge,https://itcharge.ru/,84951976463,super@itcharge.ru,https://play.google.com/store/apps/details?id=me.itcharge.main,https://apps.apple.com/ru/app/it-charge/id1544929411,ITC,219,false,https://2chargers.net/uploads/companies/2022-08-03/a9c171ce-72ae-4d8f-88b7-e101e91c1214.png,CCS 2,CHAdeMO,,
2437,,"Вологда, Республиканская, 10",,false,false,,false,,59.211752,39.847671,,false,,,1,0,364044,2022-04-18T18:30:56.088+02:00,2022-09-29T15:10:27.154+02:00,,,,0,,,false,false,1,65,56,false,false,false,,home_station,Type 2,false,,1,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
8503,Super Energy 13-0001,"Россия, Республика Мордовия, Саранск, Строительная улица","Парковка кафе Ярсамо. 
Быстрая зарядная станция DC 80 кВт, AC 22 кВт.
Коннекторы CHAdeMO и CCS Combo 2, разъём для кабеля Type 2.
Оплата через мобильное приложение UnitCharge.",false,false,,false,https://t.me/s_energy,54.204986,45.169713,https://t.me/s_energy,true,,,0,,,2022-05-03T15:42:43.123+02:00,2022-11-16T22:16:05.183+01:00,21,83,unitcharge,0,,,true,false,1,71,67,false,false,false,,public_station_paid_fast,CHAdeMO,false,,3,0,0,#FE6E00,Работает,21,UnitCharge,,,,https://play.google.com/store/apps/details?id=com.unitcharge&hl=ru&gl=US,https://apps.apple.com/us/app/unitcharge/id1456744347,UCH,1094,false,https://2chargers.net/uploads/companies/2022-08-03/a29064d9-5dc3-4ff0-aa28-4cee24ef2144.png,CCS 2,Type 2,,
9039,АЗС №65 (Vityaz),"Минск, undefined, ул. Уборевича 93Б",,false,false,,false,,53.83396812188661,27.62528121957399,,false,,,0,,,2022-05-17T20:09:15.927+02:00,2022-11-16T22:06:13.081+01:00,13,208542,malanka,0,,,true,false,5,11,1667,true,false,false,,public_station_fast,CCS 2,false,,2,0,0,#FE6E00,Работает,13,Malanka,https://malankabn.by/,+375296431431,malanka@beloil.by,https://play.google.com/store/apps/details?id=by.belorusneft.driverapp&hl=ru,https://apps.apple.com/by/app/malanka/id1496577413,MAL,1890,false,https://2chargers.net/uploads/companies/2022-08-03/06ad3d6a-720d-4e22-90c5-67057d941418.png,CHAdeMO,,,
8954,"Ул. Ложинская, 23 (TZone)","Минск, Первомайский район, Ул. Ложинская 23",,false,false,,false,,53.95218933118872,27.682543230703153,,false,,,0,,,2022-05-17T19:59:18.002+02:00,2022-11-16T22:04:11.510+01:00,13,208443,malanka,0,,,true,false,5,11,1667,true,false,false,,public_station_fast,CHAdeMO,false,,12,0,0,#FE6E00,Работает,13,Malanka,https://malankabn.by/,+375296431431,malanka@beloil.by,https://play.google.com/store/apps/details?id=by.belorusneft.driverapp&hl=ru,https://apps.apple.com/by/app/malanka/id1496577413,MAL,1890,false,https://2chargers.net/uploads/companies/2022-08-03/06ad3d6a-720d-4e22-90c5-67057d941418.png,CCS 2,,,
8972,"Ул. Тимирязева, 114 (TZone)","Минск, Центральный район, Ул. Тимирязева 114",,false,false,,false,,53.93455314018953,27.458442926308297,,false,,,0,,,2022-05-17T19:59:28.708+02:00,2022-11-16T22:04:43.377+01:00,13,208463,malanka,0,,,true,false,5,11,1667,true,false,false,,public_station_fast,CHAdeMO,false,,4,0,0,#FE6E00,Работает,13,Malanka,https://malankabn.by/,+375296431431,malanka@beloil.by,https://play.google.com/store/apps/details?id=by.belorusneft.driverapp&hl=ru,https://apps.apple.com/by/app/malanka/id1496577413,MAL,1890,false,https://2chargers.net/uploads/companies/2022-08-03/06ad3d6a-720d-4e22-90c5-67057d941418.png,CCS 2,,,
8501,YARASL_1,"150014, г. Ярославль, ул. Победы д.41","для бесплатной парковки:
В ауре в перекрестке подходите на вторую кассу и просите обнулить парковочный талон.",false,false,,false,,57.627203,39.87088,,true,,,0,,,2022-05-03T15:42:43.111+02:00,2022-11-16T22:16:03.851+01:00,21,85,unitcharge,0,,,true,false,1,103,500,false,false,false,,public_station_paid_fast,CHAdeMO,false,,3,0,1,#FE6E00,Работает,21,UnitCharge,,,,https://play.google.com/store/apps/details?id=com.unitcharge&hl=ru&gl=US,https://apps.apple.com/us/app/unitcharge/id1456744347,UCH,1094,false,https://2chargers.net/uploads/companies/2022-08-03/a29064d9-5dc3-4ff0-aa28-4cee24ef2144.png,CCS 2,Type 2,,
8839,"Ул. Михася Лынькова, 7 (TZone)","Минск, Фрунзенский район, Ул. Михася Лынькова 7",,false,false,,false,,53.92731116099391,27.49670404444278,,false,,,0,,,2022-05-17T19:47:49.882+02:00,2022-11-16T22:01:35.139+01:00,13,167921,malanka,0,,,true,false,5,11,1667,true,false,false,,public_station_fast,Type 2,false,,8,1,0,#03C03C,Работает,13,Malanka,https://malankabn.by/,+375296431431,malanka@beloil.by,https://play.google.com/store/apps/details?id=by.belorusneft.driverapp&hl=ru,https://apps.apple.com/by/app/malanka/id1496577413,MAL,1890,false,https://2chargers.net/uploads/companies/2022-08-03/06ad3d6a-720d-4e22-90c5-67057d941418.png,CHAdeMO,CCS 2,,
464,Дорожная,"Россия, Смоленский район, село Пригорское, Дорожная улица, 8","22 кВт socket
Есть кабель Tupe2->Tupe1

Телефон для связи +375 44 794-24-44, можно через месенджеры.",false,false,,false,+375447942444,54.681893,32.137842,,false,,QR код,0,0,336803,2022-04-18T18:30:48.687+02:00,2022-09-29T15:10:27.198+02:00,,,,0,,,false,false,1,156,161,true,false,false,,public_station,Type 2,false,,1,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
9023,МАЗС №4 (Vityaz),"Борисов, Борисовский р-н, Ул. Гагарина 101",,false,false,,false,,54.20077652385024,28.48030462731554,,false,,,0,,,2022-05-17T20:00:00.425+02:00,2022-11-16T22:05:54.459+01:00,13,208524,malanka,0,,,true,false,5,32,530,false,false,false,,public_station_fast,CCS 2,false,,2,0,0,#FE6E00,Работает,13,Malanka,https://malankabn.by/,+375296431431,malanka@beloil.by,https://play.google.com/store/apps/details?id=by.belorusneft.driverapp&hl=ru,https://apps.apple.com/by/app/malanka/id1496577413,MAL,1890,false,https://2chargers.net/uploads/companies/2022-08-03/06ad3d6a-720d-4e22-90c5-67057d941418.png,CHAdeMO,,,
116,"EVlink, Мытищи, 22кВт","Россия, Московская область, Мытищи, микрорайон 17А, жилой комплекс Новое Медведково",,false,false,,false,,55.92596234314523,37.730226181447506,,false,,,0,10,331626,2022-04-18T18:30:47.076+02:00,2022-09-29T15:10:27.207+02:00,,,,0,,,false,false,1,7,64,false,false,false,,public_station,Type 2,false,,1,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
9004,"Ул. Пр-т Победителей, 116 (Vityaz)","Беларусь, Минск, Центральный район, микрорайон Лебяжий",,false,false,,false,,53.94787676625471,27.45559338480234,,false,,,0,,,2022-05-17T19:59:49.180+02:00,2022-11-16T22:05:29.101+01:00,13,208500,malanka,0,,,true,false,5,11,1667,true,false,false,,public_station_fast,CCS 2,false,,2,0,0,#FE6E00,Работает,13,Malanka,https://malankabn.by/,+375296431431,malanka@beloil.by,https://play.google.com/store/apps/details?id=by.belorusneft.driverapp&hl=ru,https://apps.apple.com/by/app/malanka/id1496577413,MAL,1890,false,https://2chargers.net/uploads/companies/2022-08-03/06ad3d6a-720d-4e22-90c5-67057d941418.png,CHAdeMO,,,
303,Евродом,"Дальняя ул., 15, Odintsovo, Moskovskaya oblast', Russia, 143086",,false,false,,false,,55.661466,37.228679,,false,,,0,0,340087,2022-04-18T18:30:47.956+02:00,2022-09-29T15:10:27.205+02:00,,,,0,,,false,false,1,7,63,false,false,false,,public_station,Type 2,false,,1,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
306,380 частный дом,"Россия, Московская область, городской округ Красногорск, село Дмитровское, Янтарная улица, 72",В кп Николина Поляна,false,false,9-21,false,+79051602520,55.747811,37.117342,,false,,Вдруг будет сложная ситуация ,1,0,359527,2022-04-18T18:30:47.972+02:00,2022-09-29T15:10:27.206+02:00,,,,0,,,false,false,1,7,65,true,false,false,,home_station,Tesla US,false,,1,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
683,Tågstation Kramfors - Sollefteå Flygplats,"786, 870 52 Nyland, Sweden",,false,false,,false,,63.051225,17.74528,,false,,,0,0,35410,2022-04-18T18:30:49.400+02:00,2022-09-29T15:10:27.217+02:00,,,,0,,,false,false,12,200,,true,false,false,,public_station,Розетка RU/Euro,false,,1,0,0,#005B96,Работает,,,,,,,,,,,,,,,
37549,Таллинская,"Москва, Таллинская , 19к1","Энергия Москвы. Станция №244 / 2 х 22 кВт
Авторизация через приложение МосТранспорт",false,false,,false,,55.79982534669614,37.403706192969864,,false,,,0,,,2022-08-26T21:00:28.830+02:00,2022-09-27T09:42:09.137+02:00,8,9188905e74c28e489b44e954ec0b9bca,EnergyOfMoscow,0,,,false,false,1,10,1666,true,false,false,https://moscowtransport.app/echarge?id=244&referer=yandex_maps,public_station,Type 2,false,,1,0,0,#03C03C,Работает,8,Энергия Москвы,https://transport.mos.ru/electro,84955395454,electro@mos.ru,https://play.google.com/store/apps/details?id=ru.mosgorpass&hl=ru,https://apps.apple.com/ru/app/id1227002793?mt=8,EOM,5419,false,https://2chargers.net/uploads/companies/2022-08-24/f58713ea-0c3c-4021-8afc-97bad5d2f5d7.png,,,,
310,,"38, Озерное Снт, Московская обл., Россия, 143363",,false,false,,false,,55.560212,37.053988,,false,,,1,9,211853,2022-04-18T18:30:48.014+02:00,2022-09-29T15:10:27.215+02:00,,,,0,,,false,false,1,7,66,false,false,false,,home_station,Type 1,false,,1,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
5231,"ЖК ""Ньютон"" (ECR #14) 7кВт.","пр-т. Героя России Родионова Е.H., 19, Челябинск, Челябинская обл., Россия, 454004","Оператор сети ЭЗС - ElectroCars RUS. Активация ЭЗС осуществляется с помощью приложения Electrocars, которое вы можете скачать в App Store и Google Play. Тариф: 1кВт. - 12 рублей. В случае, если индикатор на станции горит красным, необходимо нажать и повернуть по часовой стрелке (на себя) кнопку экстренной остановки, которая находится слева на станции.",false,false,,true,+79518027187,55.168785,61.281138,,false,,1кВт. - 12 рублей,0,0,360877,2022-04-18T18:31:04.503+02:00,2022-09-29T15:10:27.219+02:00,,,,0,,,false,false,1,117,261,false,false,false,,public_station,Type 2,false,,1,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
6299,Uueturu Kiirlaadija (SmartEnCity),"Uueturu, Tartu, 51004, EST",,false,false,,false,,58.378129,26.726343,,false,,,0,7.2,172292,2022-04-18T18:31:07.570+02:00,2022-09-29T15:10:26.939+02:00,,,,0,,,true,false,19,93,,true,false,false,,public_station_fast,CHAdeMO,false,,5,0,0,#FE6E00,Работает,,,,,,,,,,,,CCS,,,
38243,SED Рублево-Архангельское,"Россия, Москва, микрорайон Рублёво-Архангельское",Доступ ограничен. Станция только для сотрудников и гостей Сберсити,false,false,,false,,55.783121,37.328123,,false,,,0,,,2022-09-20T10:58:57.113+02:00,2022-11-16T22:16:06.262+01:00,3,1168,zevs,1,,,true,false,1,10,1666,true,false,false,,public_station_fast,CCS 2,false,,2,0,2,#FE6E00,Не работает,3,ZEVS,https://zevs.group/,88002221416,info@rucharge.com,https://play.google.com/store/apps/details?id=com.rucharge.zevs&hl=ru,https://apps.apple.com/ru/app/zevs-%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D0%B7%D0%B0%D1%80%D1%8F%D0%B4%D0%BE%D0%BA/id1474862938,ZVS,6210,false,https://2chargers.net/uploads/companies/2022-08-03/5a17045f-58de-4e63-835d-c898e3b3daea.png,CHAdeMO,,,
9037,ул. Ландышева 17 (TZone),"Gomel, Центральный район, Ул. Ландышева 17",,false,false,,false,,52.44583412521527,31.002273937276605,,false,,,0,,,2022-05-17T20:09:14.320+02:00,2022-11-16T22:06:10.435+01:00,13,208539,malanka,0,,,false,false,5,138,1789,true,false,false,,public_station,Type 2,false,,2,0,0,#03C03C,Работает,13,Malanka,https://malankabn.by/,+375296431431,malanka@beloil.by,https://play.google.com/store/apps/details?id=by.belorusneft.driverapp&hl=ru,https://apps.apple.com/by/app/malanka/id1496577413,MAL,1890,false,https://2chargers.net/uploads/companies/2022-08-03/06ad3d6a-720d-4e22-90c5-67057d941418.png,,,,
3607,Tervakuksa/Neste Tervola,"Nelostie 1268, 95330 Tervola, Suomi",,false,false,,false,,66.085349,24.77075,,false,,,0,9,288125,2022-04-18T18:30:59.482+02:00,2022-09-29T15:10:26.983+02:00,,,,0,,,true,false,10,77,,true,false,false,,public_station_fast,CCS,false,,8,0,0,#FE6E00,Работает,,,,,,,,,,,,CHAdeMO,Type 2,,
8559,YouCharge 6,"#1 ЖК Люберцы, ул.Барыкина, д.10/2",,false,false,,false,,55.7094,37.958036,,true,,,0,,,2022-05-03T19:27:52.140+02:00,2022-11-16T22:16:04.744+01:00,23,6,you.charge,0,,,false,false,1,7,246,false,false,false,,public_station_paid,Type 2,false,,1,0,0,#03C03C,Работает,23,YouCharge,https://thunder-soft.ru/,,,https://play.google.com/store/apps/details?id=ru.thundersoft.youcharge,https://apps.apple.com/ru/app/youcharge/id1609436567,YCH,1114,false,https://2chargers.net/uploads/companies/2022-08-03/5e2e81a7-accb-483b-8595-cb3daecedc15.png,,,,
38601,Розетка,"Россия, Волгоградская область, Фролово, улица Куприна, 26",Предварительно позвонить,false,false,,false,+79053905300,49.793926078596414,43.63066724087213,,true,,,1,,,2022-11-09T09:09:08.331+01:00,2022-11-09T12:49:30.626+01:00,,,,0,,155,false,false,1,70,1323,true,false,false,,public_station_paid,Type 2,true,,2,0,0,#03C03C,Работает,,,,,,,,,,,,"Синяя, 32A",,,
37479,Сетевая компания,"Россия, Республика Татарстан, Буинск, улица Космовского, 190А",Зарядная станция на парковке у офиса «Сетевая компания». Работает через приложение NSP. Бесплатно и круглосуточно.,false,false,,false,,54.987103278647865,48.31085885746241,,false,,,0,,,2022-08-25T14:25:05.648+02:00,2022-11-16T22:16:06.224+01:00,6,1646136398,non.stop.power,0,,,true,false,1,75,454,true,false,false,,public_station_fast,CCS 2,false,,3,0,0,#FE6E00,Работает,6,NonStopPower,https://nonstoppower.ru/,88005000296,info@nonstoppower.ru,https://play.google.com/store/apps/details?id=ru.nonstoppower.car,https://apps.apple.com/ru/app/non-stop-power/id1584182295,NSP,5367,false,https://2chargers.net/uploads/companies/2022-08-03/2594e0ef-5b73-4f19-85d8-db7a44c76bdb.png,CHAdeMO,Type 2,,
7871,Sitronics Нефтьмагистраль,"Россия, Московская область, Химки",,false,false,,true,88002509336,55.920330023589244,37.394807897508144,,true,,,0,,,2022-04-23T20:19:02.272+02:00,2022-11-16T22:16:06.198+01:00,24,ns=2;g=411f50b6-7214-4d1e-bfe0-59babb987979,sitronics,0,,,true,true,1,7,15,false,false,false,,public_station_paid_fast,Type 2,false,,3,0,0,#03C03C,Работает,24,Sitronics,http://sitronics-electro.ru/,88002500006,support@sitronics.com,https://play.google.com/store/apps/details?id=com.sitronics.app&hl=en&gl=ru,,SIT,1319,false,https://2chargers.net/uploads/companies/2022-08-03/3ed6cc99-8a36-4b65-9d91-109d1f5255a8.png,CCS 2,CHAdeMO,,
3756,Hotelli Pyhätunturi,"Kultakeronkatu 21, 98530 Pyhätunturi, Finland",,false,false,,false,,67.021369,27.241383,,false,,,0,10,170822,2022-04-18T18:30:59.985+02:00,2022-09-29T15:10:27.006+02:00,,,,0,,,true,false,10,77,,true,false,false,,public_station_fast,Type 2,false,,6,0,0,#03C03C,Работает,,,,,,,,,,,,Tesla Supercharger (unsorted),,,
8101,Лыжная база Сабирзяна Нафикова,"X845+HG Buinsk, Republic of Tatarstan, Russia","Управляется через мобильное приложение electrifly (@electrifly_bot), если у вас возникнут вопросы по пользованию обращайтесь туда, поддержка круглосуточная.",false,false,,false,,54.95698092170048,48.30832028703306,,true,,,0,,,2022-04-24T21:59:15.274+02:00,2022-11-16T22:16:04.736+01:00,1,6152c563a8d0b7001af9cb59,electrifly,0,,,true,false,1,75,,true,false,false,,public_station_paid_fast,CCS 2,false,,3,0,0,#FE6E00,Работает,1,Electrifly,https://electrifly.ru/,,,https://play.google.com/store/apps/details?id=ru.electrifly.facade,https://apps.apple.com/app/electrifly-charging-station/id1530713764,FLY,215,false,https://2chargers.net/uploads/companies/2022-07-28/e19590fc-67d3-4d8f-adbe-12a9964fe6f1.png,CHAdeMO,Type 2,,
734,Ciechocinek Supercharger,"Mikołaja Kopernika 56, Ciechocinek, Poland, 87-720",,false,false,,false,,52.875155,18.774871,,false,,,0,10,144169,2022-04-18T18:30:49.818+02:00,2022-09-29T15:10:27.017+02:00,,,,0,,,true,false,11,26,,true,false,false,,public_station_fast,Tesla Supercharger (unsorted),false,,8,0,0,#FE6E00,Работает,,,,,,,,,,,,CCS,,,
9879,ЭЗС ЭлектроТранспорт Плюс,"Россия, Волгоградская область, Волжский, улица имени Генерала Карбышева","Зарядный комплекс возле гипермаркета Лента, состоит из двух станции ПСС 50 с поддержкой параллельной зарядки CCS/Chademo + Type2 розетка. Android работает через приложение ElectroTransport plus, для IOS и др. доступна веб-версия по ссылке: https://app.etpvolga.ru/login",false,false,,true,,48.76575471827125,44.789357744157314,https://play.google.com/store/apps/details?id=ru.electrotransport.touch,true,,,0,,,2022-06-14T20:28:43.264+02:00,2022-10-06T21:29:05.310+02:00,,,,0,,2947,true,false,1,70,266,false,false,false,,public_station_paid_fast,CHAdeMO,false,,6,0,0,#FE6E00,Работает,,,,,,,,,,,,CCS 2,Type 2,,
3840,Máze [Ishavsveien],"Máze, Kautokeino kommune, Norway",,false,false,,false,,69.443629,23.667051,,false,,,0,9,271918,2022-04-18T18:31:00.470+02:00,2022-09-29T15:10:27.025+02:00,,,,0,,,true,false,9,24,,true,false,false,,public_station_fast,CCS,false,,6,0,0,#FE6E00,Работает,,,,,,,,,,,,CHAdeMO,Type 2,,
34595,7708,"Россия, Москва, Павелецкая площадь, 3",Публичное описание ЭЗС,false,false,,false,,55.730965,37.639987,,true,,,0,,,2022-07-19T11:16:02.682+02:00,2022-11-16T22:16:08.178+01:00,24,ns=2;g=9821f336-7b71-413f-a868-5253fccb1a02,sitronics,0,,,true,true,1,10,1666,true,false,false,,public_station_paid_fast,Type 2,false,,3,0,0,#03C03C,Работает,24,Sitronics,http://sitronics-electro.ru/,88002500006,support@sitronics.com,https://play.google.com/store/apps/details?id=com.sitronics.app&hl=en&gl=ru,,SIT,1319,false,https://2chargers.net/uploads/companies/2022-08-03/3ed6cc99-8a36-4b65-9d91-109d1f5255a8.png,CCS 2,CHAdeMO,,
830,Karlstad Supercharger,"Våxnäsgatan 158 Karlstad, 65341",,false,false,,false,,59.381482,13.467294,,false,,,0,10,52025,2022-04-18T18:30:50.565+02:00,2022-09-29T15:10:27.027+02:00,,,,0,,,true,false,12,28,18,false,false,false,,public_station_fast,Tesla Supercharger (unsorted),false,,12,0,0,#FE6E00,Работает,,,,,,,,,,,,CCS,,,
739,Dorotea Supercharger,"Parkvägen 6, Dorotea, Sweden, 91731",,false,false,,false,,64.261395,16.417788,,false,,,0,0,341075,2022-04-18T18:30:49.877+02:00,2022-09-29T15:10:27.026+02:00,,,,0,,,true,false,12,27,17,false,false,false,,public_station_fast,CCS,false,,4,0,0,#FE6E00,Работает,,,,,,,,,,,,,,,
38466,Автомойка aqua bot,"Россия, Самара, Ново-Садовая улица","около автомойки AquaBot быстрая зарядная станция, активируется приложением YouCharge, пока бесплатно",false,false,,true,,53.25181284685956,50.207676105201244,,true,,,0,,,2022-10-20T20:38:00.903+02:00,2022-10-21T00:00:02.608+02:00,,,,0,,19,true,false,1,157,167,true,false,false,,public_station_paid_fast,CCS 2,false,,2,0,0,#FE6E00,Работает,,,,,,,,,,,,CHAdeMO,,,
837,Vetlanda Supercharger,"Lasarettsgatan 70, 574 40 Vetlanda, Sweden",,false,false,,false,,57.414929,15.090327,,false,,,0,0,335497,2022-04-18T18:30:50.621+02:00,2022-09-29T15:10:27.043+02:00,,,,0,,,true,false,12,37,24,false,false,false,,public_station_fast,CCS,false,,8,0,0,#FE6E00,Работает,,,,,,,,,,,,,,,
3735,Lakeustalo Liminka,"Liminganraitti 10, 91900 Liminka, Finland",,false,false,,false,,64.809826,25.411709,,false,,,0,9,180185,2022-04-18T18:30:59.918+02:00,2022-09-29T15:10:27.278+02:00,,,,0,,,false,false,10,108,,true,false,false,,public_station,Type 2,false,,8,0,0,#03C03C,Работает,,,,,,,,,,,,Розетка RU/Euro,,,
3023,Maskan,"Nazarshoev Street 145, Dushanbe, Tajikistan",,false,false,,false,,38.558255,68.811158,,false,,,0,0,363216,2022-04-18T18:30:57.672+02:00,2022-09-29T15:10:27.062+02:00,,,,0,,,true,false,16,,,true,false,false,,public_station_fast,Tesla Supercharger (unsorted),false,,1,0,0,#FE6E00,Работает,,,,,,,,,,,,,,,
8108,TEBOIL Рябово-2,"М-10 Россия, 622-й километр, пос. Рябово",,false,false,,false,,59.39092177050749,31.15219416688513,,true,,,0,,,2022-04-24T21:59:15.413+02:00,2022-11-16T22:16:07.487+01:00,40,62238ae8c431ac0ea5247c55,ev.time,0,,,true,false,1,35,,true,false,false,,public_station_paid_fast,CHAdeMO,false,,3,0,0,#FE6E00,Работает,40,EV-Time,http://ev-time.ru/ru/,88126404060,info@e-audit.su,https://play.google.com/store/apps/details?id=com.evtime.app,https://apps.apple.com/lk/app/ev-time/id1620038223,EVT,5608,false,https://2chargers.net/uploads/companies/2022-09-01/027e28b8-e0c2-4bfc-be75-e03527e72d2b.png,CCS 2,Type 2,,
