loc_id,name,addr,coords,manufacturer,type_2_num,type_2_power,ccs_num,ccs_power,chademo_num,chademo_power,gbt_num,gbt_power,type_1_num,type_1_power,company,price,working_time,phone,desc,type,country,area,city
9466,"Одинцово, Союзная, 9","Одинцово, Союзная, 9","55.671213, 37.291026",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,MosEnergoSbyt,{},,,,public_station,1.0,7.0,63.0
38979,"№58 Московская область, Одинцовский р-н, 18 км а/д Москва-Минск, 10 Т58","Россия, Московская область, Одинцовский городской округ, рабочий посёлок Новоивановское","55.70457798549985, 37.35339976686364",,0,0.0,1,120.0,1,90.0,1,120.0,0,0.0,RosSeti,"{'gbt': 19.0, 'ccs': 19.0, 'chademo': 19.0}",,,"№58 Московская область, Одинцовский р-н, 18 км а/д Москва-Минск, 10 Т58",public_station_paid_fast,1.0,7.0,28.0
40182,НЭСК#49,"Анапа,Симферопольское шоссе,Симферопольское шоссе","44.907487, 37.331651",,0,0.0,1,150.0,1,60.0,1,150.0,0,0.0,НЭСК,"{'gbt': 22.0, 'ccs': 22.0, 'chademo': 22.0}",,,,public_station_paid_fast,1.0,88.0,1326.0
9852,Selgros (Внуково),"108850, Россия, Москва, 29-й километр Боровского шоссе (п Внуковское), дом 4, стр. 1","55.62899, 37.31019",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Пункт Е,{'type_2': 10.0},Ежедневно с 7:00 до 23:00,88002223700,На парковке ТЦ. Инструкцию смотрите в приложении Punkt-E.,public_station_paid,1.0,10.0,2092.0
40832,Major Auto,"Россия, Московская область, городской округ Красногорск, М-9 Балтия, 25-й километр, вл25с3","55.788869, 37.25133",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},С 8:00 до 21:00,,,public_station,1.0,7.0,
38353,Анапа АльтЭнергия,"Анапа,Аэродромная,Аэродромная","44.863582, 37.337225",,1,7.4,0,0.0,0,0.0,0,0.0,0,0.0,ChargeNet,{'type_2': 8.0},,,"На станции розетка тип2, а также смонтирован штатный кабель переходник на тип1 ",public_station_paid,1.0,88.0,1339.0
478,Глэмпинг «Зелёная тропа»,"Страховское, Тульская область, Россия","54.815774, 37.27437",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},"Июнь - август: ежедневно 9:00 - 21:30
Сентябрь - май: пт - вс, 9:00 - 21:30",+79850946944,Глэмпинг,public_station,1.0,114.0,200.0
9515,"Подрезково, Центральная, 10","Подрезково, Центральная, 10","55.952, 37.33",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,MosEnergoSbyt,{},,,,public_station,1.0,7.0,15.0
10026,Ensto AC22 Лукойл.Новорижское #24,"МО, Новорижское шоссе, 7км от МКАД (25 км а/м «Балтия» (правая сторона)).","55.788006, 37.253123",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,ItCharge,{'type_2': 15.0},,,"Зарядная станция Ensto AC22
Мощность 22 кВт Type2 (розетка)
Тариф - 15руб за 1кВт*ч

Оператор: компания """"Энергоцентр""
8-800-220-0-220

Чтобы открыть крышку - воспользуйтесь кнопкой ""Начать зарядку"" в приложении.
ВАЖНО: Сессия запустится только после закрытия крышки(!!)

Подробная инструкция по ссылке: https://t.me/EnstoBot",public_station_paid,1.0,7.0,
78,,"ул. Спортивная, 8, Подрезково, Московская обл., Россия, 141431","55.938915, 37.337833",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,7.0,15.0
8594,ТЦ «Столица»,"Россия, Москва, Московский, улица Никитина, 2","55.60494451658708, 37.356938123703",,1,11.0,0,0.0,0,0.0,0,0.0,1,7.0,,{'type_2': 0.0},0-24,,"Платная парковка ТЦ. Первые 2 часа бесплатно, далее 100₽/ч 
с 23:00 до 9:00 600₽ (парковка на ночь)",public_station,1.0,10.0,255.0
40664,"Ensto AC22 Сколково д/о Полет #12 Стоянка слева, восток","Можайский район, Инновационный центр Сколково, Луговая ул., 4, корп. 2, Дом отдыха Полет","55.686669, 37.345328",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,ItCharge,{'type_2': 15.0},,,"Зарядная станция Ensto AC22
Мощность 22 кВт Type2 (розетка)
Тариф 15руб за 1кВт*ч

Оператор: компания """"Энергоцентр""""
8-800-220-0-220

Чтобы открыть крышку - воспользуйтесь кнопкой """"Начать зарядку"""" в приложении.
Подробная инструкция по ссылке: https://t.me/EnstoBot""",public_station_paid,1.0,10.0,1666.0
436,Опти АЗС,"Гаражный пр., 2A, Протвино, Московская обл., Россия, 142281","54.88038, 37.238415",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,На мойке при АЗС разрешают зарядиться за помыться 220в 16а,public_station,1.0,7.0,197.0
260,"Опора освещения 3,5 кВт#1156","Россия, Московская область, Одинцовский городской округ, деревня Барвиха","55.740662, 37.276539",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,7.0,1098.0
40179,НЭСК#23,"Анапа,Протапова,Протапова","44.887952, 37.300334",,0,0.0,1,150.0,1,60.0,1,150.0,0,0.0,НЭСК,"{'gbt': 22.0, 'ccs': 22.0, 'chademo': 22.0}",,,,public_station_paid_fast,1.0,88.0,1326.0
40208,Энергия Москвы № 345,"Россия, Москва, Дубравная улица","55.84459, 37.357742",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Энергия Москвы,{},,+74950181920,"Энергия Москвы. Станция № 345 / 1 х 22 кВт
Авторизация через приложение МосТранспорт.",public_station,1.0,10.0,1666.0
10015,Ensto AC22 Сколково д/о Полет #10 Стоянка справа (запад),"Можайский район, Инновационный центр Сколково, Луговая ул., 4, корп. 2, Дом отдыха Полет","55.686679, 37.345438",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,ItCharge,{'type_2': 15.0},,,"Зарядная станция Ensto AC22
Мощность 22 кВт Type2 (розетка)
Тариф - 15руб за 1кВт*ч

Оператор: компания """"Энергоцентр""
8-800-220-0-220

Чтобы открыть крышку - воспользуйтесь кнопкой ""Начать зарядку"" в приложении.
ВАЖНО: Сессия запустится только после закрытия крышки(!!)

Подробная инструкция по ссылке: https://t.me/EnstoBot",public_station_paid,1.0,10.0,1666.0
438,Hybrids,"Россия, Москва, Троицк, Индустриальная улица","55.48080799067871, 37.31218714267016",,1,22.0,0,0.0,1,7.0,0,0.0,1,7.0,,{},10 - 22,,Зарядные станции только для клиентов и сотрудников автосервиса. работают только в рабочее время.,public_station_fast,1.0,10.0,311.0
40827,Major Auto BMW,"Россия, Московская область, городской округ Красногорск, М-9 Балтия, 25-й километр, вл22","55.791722, 37.259164",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},С 8:00 до 21:00,,,public_station,1.0,7.0,
40665,Ensto AC22 Сколково - Гиперкуб #14 Справа (север),"Можайский район, Инновационный центр Сколково, ул. Малевича, 1 (объект «Гиперкуб»)","55.696551, 37.354156",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,ItCharge,{'type_2': 15.0},,,"Зарядная станция Ensto AC22
Мощность 22 кВт Type2 (розетка)
Тариф - 15руб за 1кВт*ч

Оператор: компания """"Энергоцентр""
8-800-220-0-220

Чтобы открыть крышку - воспользуйтесь кнопкой ""Начать зарядку"" в приложении.
ВАЖНО: Сессия запустится только после закрытия крышки(!!)

Подробная инструкция по ссылке: https://t.me/EnstoBot",public_station_paid,1.0,10.0,1666.0
4824,Гостевой Дом *БЕРЕГ МОРЯ*,"ул. Курортная, 47, Голубицкая, Краснодарский край, Россия, 353521","45.330126, 37.285448",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+79184968410,Для постояльцев,public_station,1.0,88.0,1138.0
4881,Отель GREAT EIGHT,Анапа пионерский проспект 253,"44.979342, 37.265882",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,88.0,1326.0
4856,Домашняя зарядка 220 Вт,"Х. Воскресенский, ул. 2-я Садовая, 2","44.968898, 37.327573",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,88.0,1475.0
9670,"Одинцово, Говорова, 163 (ТРЦ «Атлас»)","Одинцово, Говорова, 163 (ТРЦ «Атлас»)","55.690231, 37.304683",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,MosEnergoSbyt,{},,,,public_station,1.0,7.0,1250.0
40173,НЭСК#34,"Анапа,Калинина,Калинина","44.891107, 37.299647",,0,0.0,1,150.0,1,60.0,1,150.0,0,0.0,НЭСК,"{'gbt': 22.0, 'ccs': 22.0, 'chademo': 22.0}",,,,public_station_paid_fast,1.0,88.0,1326.0
38822,"№59 Московская обл,  г Одинцово, влад. Московская обл., рп Новоивановское, ул. Агрохимиков, з/у 8 ","Россия, Московская область, Одинцовский городской округ, рабочий посёлок Новоивановское","55.70485950626154, 37.357638792432745",,0,0.0,1,120.0,1,90.0,1,120.0,0,0.0,RosSeti,"{'gbt': 19.0, 'ccs': 19.0, 'chademo': 19.0}",,,"№59 Московская обл,  г Одинцово, влад. Московская обл., рп Новоивановское, ул. Агрохимиков, з/у 8 ",public_station_paid_fast,1.0,7.0,28.0
6452,ТРЦ Рига Молл,"Россия, Московская область, городской округ Красногорск, Новорижское шоссе, 23-й километр, вл2с1","55.799656, 37.273874",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,7.0,
273,ZEVS Рублево Архангельское,"Россия, Москва, микрорайон Рублёво-Архангельское","55.78322356887258, 37.328490279614925",,0,0.0,1,22.0,1,22.0,0,0.0,0,0.0,ZEVS,"{'ccs': 15.0, 'chademo': 15.0}",0-24,+78002221832,"Доступ ограничен. Только для сотрудников и гостей «Сберсити».

SED Микрорайон Рублево Архангельское

Зарядная станция ZEVS 
Авторизация через приложение 
https://taplink.cc/zevs.charger",public_station_paid_fast,1.0,10.0,1666.0
9680,"Дубна, Университетская, 16","Дубна, Университетская, 16","56.739178, 37.223448",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,MosEnergoSbyt,{},,,,public_station,1.0,7.0,547.0
9513,"Сходня, Мичурина, 17","Сходня, Мичурина, 17","55.946, 37.3",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,MosEnergoSbyt,{},,,,public_station,1.0,7.0,15.0
1259,Глобус Новая Рига,"Россия, Москва, Западный административный округ, район Кунцево","55.80089842201663, 37.29909025132656",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,,public_station,1.0,10.0,1666.0
9522,"Новогорск, Соколовская, 1","Новогорск, Соколовская, 1","55.892, 37.348",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,MosEnergoSbyt,{},,,,public_station,1.0,7.0,15.0
4825,*БЕРЕГ МОРЯ*,"ул. Курортная, 47, Голубицкая, Краснодарский край, Россия","45.330126, 37.285448",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,88.0,1138.0
303,Евродом,"Дальняя ул., 15, Odintsovo, Moskovskaya oblast', Russia, 143086","55.661466, 37.228679",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,7.0,63.0
40180,НЭСК#22,"Анапа,Таманская,Таманская","44.877719, 37.312976",,0,0.0,1,150.0,1,60.0,1,150.0,0,0.0,НЭСК,"{'gbt': 22.0, 'ccs': 22.0, 'chademo': 22.0}",,,,public_station_paid_fast,1.0,88.0,1326.0
38019,E-WAY 50kW ТРЦ «Зеленопарк»,"Россия, Московская область, городской округ Солнечногорск, территориальное управление Ржавки - Менделеево","55.999449, 37.261226",,1,22.0,1,50.0,1,50.0,0,0.0,0,0.0,E-way,"{'type_2': 18.0, 'ccs': 18.0, 'chademo': 18.0}",,,"Сеть ЭЗС «E-WAY»
Станция 50 кВт (DC) на паркинге ТРЦ «Зеленопарк»",public_station_paid_fast,1.0,7.0,1718.0
9511,"Новогорск, Соколовская, 3","Новогорск, Соколовская, 3","55.893, 37.346",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,MosEnergoSbyt,{},,,,public_station,1.0,7.0,15.0
1322,Садовод-сад-3,"Россия, Московская область, Красногорск","55.8391000964598, 37.32726518064737",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,7.0,51.0
38002,E-WAY 50kW ТЦ «Ильинский»,"Россия, Московская область, городской округ Красногорск, село Ильинское, улица Ленина, 11","55.758719, 37.236486",,1,22.0,1,50.0,1,50.0,0,0.0,0,0.0,E-way,"{'type_2': 19.0, 'ccs': 19.0, 'chademo': 19.0}",,,"50 kW (DC) Сеть ЭЗС ""E-WAY""
Станция ""быстрой"" зарядки 50 кВт
Управление станцией через приложение E-WAY
https://e-way.ru/application
15 руб./кВт * ч",public_station_paid_fast,1.0,7.0,719.0
38535,"ТЦ «Красный Кит», Ленина, 2, Красногорск ","ТЦ «Красный Кит», Ленина, 2, Красногорск ","55.819388, 37.320851",,1,22.0,1,50.0,1,50.0,0,0.0,0,0.0,Sitronics,"{'type_2': 17.0, 'ccs': 17.0, 'chademo': 17.0}",09:00 - 22:00,,Станция в центре платного подземного паркинга. Стоимость парковки - 100 руб./час,public_station_paid_fast,1.0,7.0,51.0
38508,"№49 Красногорск, Волоколамское шоссе, АЗС Роснефть","Россия, Московская область, Красногорск, микрорайон Павшинская Пойма","55.81808144495351, 37.36017357646949",,0,0.0,1,120.0,1,60.0,1,120.0,0,0.0,RosSeti,"{'gbt': 19.0, 'ccs': 19.0, 'chademo': 19.0}",,,"№49 Красногорск, Волоколамское шоссе, АЗС Роснефть",public_station_paid_fast,1.0,7.0,51.0
40176,НЭСК#20,"Анапа,Маяковского,Маяковского","44.884207, 37.326031",,0,0.0,1,150.0,1,60.0,1,150.0,0,0.0,НЭСК,"{'gbt': 22.0, 'ccs': 22.0, 'chademo': 22.0}",,,,public_station_paid_fast,1.0,88.0,1326.0
40424,"Дубравная ул., д.51, стр.2","Россия, Москва, Северо-Западный административный округ, район Митино","55.840658, 37.353944",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Sitronics,{'type_2': 0.0},0-24,,"Станция на улице, около выезда из нижнего уровня парковки Глобус. 
Активируется через приложение Sitronics",public_station,1.0,10.0,1666.0
40663,Ensto AC22 Сколково д/о Полет #11 За шлагбаумом (котельная),"Можайский район, Инновационный центр Сколково, Луговая ул., 4, корп. 2, Дом отдыха Полет","55.687287, 37.344426",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,ItCharge,{'type_2': 15.0},,,"Зарядная станция Ensto AC22
Мощность 22 кВт Type2 (розетка)
Тариф 15руб за 1кВт*ч

Оператор: компания """"Энергоцентр""""
8-800-220-0-220

Чтобы открыть крышку - воспользуйтесь кнопкой """"Начать зарядку"""" в приложении.
Подробная инструкция по ссылке: https://t.me/EnstoBot""",public_station_paid,1.0,10.0,1666.0
40175,НЭСК#27,"Анапа,Крепостная,Крепостная","44.893658, 37.310016",,0,0.0,1,150.0,1,60.0,1,150.0,0,0.0,НЭСК,"{'gbt': 22.0, 'ccs': 22.0, 'chademo': 22.0}",,,,public_station_paid_fast,1.0,88.0,1326.0
9520,"Подрезково, Новозаводская, 12","Подрезково, Новозаводская, 12","55.941, 37.348",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,MosEnergoSbyt,{},,,,public_station,1.0,7.0,15.0
40807,Electropoint,"Россия, Московская область, Химки","55.887283, 37.43312",,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,,{},0-24,+7 (800) 777-97-53,"до конца июля бесплатно - далее пока решение не принято по стоимости.
Парковка ТЦ «Лига», первые 4 часа бесплатно",public_station_fast,1.0,7.0,15.0
1272,Газпромнефть АЗС,"Россия, Московская область, городской округ Чехов, территориальный отдел Стремиловский","55.115059, 37.447014",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,С торца розетки,public_station,1.0,7.0,
39915,Энергия Москвы № 416,"Россия, Москва, улица Василисы Кожиной","55.736161, 37.498597",,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,Энергия Москвы,{},,+74950181920,"Энергия Москвы. Станция № 416 / 1 х 50 кВт
Авторизация через приложение МосТранспорт.",public_station_fast,1.0,10.0,1666.0
39832,Энергия Москвы № 257,"Россия, Москва, улица Зорге","55.791516, 37.506559",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Энергия Москвы,{},,+74950181920,"Энергия Москвы. Станция № 257 / 2 х 22 кВт
Авторизация через приложение МосТранспорт.",public_station,1.0,10.0,1666.0
8588,МЕГА Теплый Стан,"Россия, Москва, поселение Сосенское, квартал № 100","55.60412593821196, 37.48769748955965",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,"Добавлено ещё две станции зарядки type 2 на вновь открывшейся подземной парковке. Столбы А7 и А8 точка GPS соответствует месту т.к. станция находится рядом с открытым пространством. Особенностью этого места можно отметить наличие трёхфазной розетки 32 Ампера. Активация любой r-fid картой (Россетти, МГТС, тройка, таблетка от домофона).",public_station,1.0,10.0,
38421,Mos 21,"Россия, Московская область, Химки, Московская улица, 21","55.88597650390541, 37.44318825233489",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,89175146660,"Звонить на указанный телефон чтоб согласовать въезд на территорию ЖК, включить розетку и т.п. с 9:00-22.00
Тип 2
3 порта с разной мощностью 
22/11/22 квт",public_station,1.0,7.0,15.0
9463,"Моск обл, б-р Строителей, 1","Моск обл, б-р Строителей, 1","55.818139, 37.382442",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,MosEnergoSbyt,{},,,,public_station,1.0,7.0,51.0
29,"Мосэнергосбыт (г. Лобня, Букинское ш. 26), 3 кВт","Букинское ш., 26, Лобня, Московская обл., Россия, 141732","56.021992, 37.476993",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,Розетка в столбике. Активируется через приложение «Электрозарядки» от Мосэнергосбыта.,public_station,1.0,7.0,104.0
39909,Энергия Москвы № 409,"Россия, Москва, Нежинская улица","55.714405, 37.474247",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Энергия Москвы,{},,+74950181920,"Энергия Москвы. Станция № 409 / 1 х 22 кВт
Авторизация через приложение МосТранспорт.",public_station,1.0,10.0,1666.0
40842,Энергия Москвы № 415,"Москва, Ленинский пр-кт, 162","55.64675, 37.468855",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Энергия Москвы,{},,+74950181920,"Энергия Москвы. Станция № 415 / 1 х 22 кВт
Авторизация через приложение МосТранспорт.",public_station,1.0,10.0,1666.0
39783,Энергия Москвы № 092,"Россия, Москва, проезд Толбухина","55.71849, 37.39953",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Энергия Москвы,{},,+74950181920,"Энергия Москвы. Станция № 092 / 2 х 22 кВт
Авторизация через приложение МосТранспорт.",public_station,1.0,10.0,1666.0
8162,Скорость света #011 Твой Дом (AC22),"Красногорск, ул Международная, дом 20 (Твой Дом)","55.817784, 37.387045",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,ItCharge,{'type_2': 20.0},,,"Скорость света. Номер 011 (Твой Дом)
Зарядная станция AC22 by Rewatt
тариф 20 руб/кВт-ч",public_station_paid,1.0,7.0,51.0
3950,Иншинский 4 Б(цокольный Этаж),"пос. Иншинский, Тульская обл., Россия, 301138","54.162514, 37.469482",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},По договоренности(Алексей) ,+79100750499,Розетка 220(Нужен удлинитель минимум 15 метров),public_station,1.0,114.0,1223.0
39858,Энергия Москвы № 287,"Россия, Москва, улица Вилиса Лациса, 27к2","55.860803, 37.416582",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Энергия Москвы,{},,+74950181920,"Энергия Москвы. Станция № 287 / 2 х 22 кВт
Авторизация через приложение МосТранспорт.",public_station,1.0,10.0,1666.0
4899,Частный Дом (Coming Soon),"ул.Золотая, 32 территория СНТ ""ВАРШАНА"" Раевская, Краснодарский край, Россия, 353983","44.836046, 37.500612",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,88.0,504.0
1302,АЗС РосНефть (ранее ТНК),"Россия, Москва, Никулинская улица, 4","55.66582233189456, 37.463596165180206",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,,public_station,1.0,10.0,1666.0
216,ТОЛЬКО Порше. Центр Ясенево,"Россия, Москва, поселение Сосенское, квартал № 100","55.59770475179202, 37.50559218227863",,0,0.0,1,150.0,0,0.0,0,0.0,0,0.0,,{},9:00-21:00,+74951262254,"Только для клиентов Порше
Порты ccs 1, 2",public_station_fast,1.0,10.0,
1363,БЦ Парк Победы,"Россия, Москва, улица Василисы Кожиной, 1к1","55.737520767969954, 37.50443514436484",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},7-23,,Розетки 220В с защемлением на столбах подземного паркинга,public_station,1.0,10.0,1666.0
55,"Аэропорт Шереметьево, крытая парковка терминала С","Россия, Московская область, Химки, Шереметьевское шоссе, вл39с1","55.98206084203257, 37.4092572927475",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,7.0,15.0
6501,Газпромнефть,"Россия, Москва, улица Генерала Тюленева, 14с1","55.6139744499957, 37.4909533560276",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,,public_station,1.0,10.0,1666.0
1471,,"Ленинградское шоссе, 39с4, Химки, Московская область, Россия, 141400","55.907271, 37.415543",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},9:00  - 17:00,,,home_station,1.0,7.0,15.0
39825,Энергия Москвы № 245,"Россия, Москва, Бобруйская улица","55.73571, 37.40259",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Энергия Москвы,{},,+74950181920,"Энергия Москвы. Станция № 245 / 2 х 22 кВт
Авторизация через приложение МосТранспорт",public_station,1.0,10.0,1666.0
39876,Энергия Москвы № 318,"Россия, Москва, Кременчугская улица","55.72214, 37.46197",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Энергия Москвы,{},,+74950181920,"Энергия Москвы. Станция № 318 / 1 х 22 кВт
Авторизация через приложение МосТранспорт.",public_station,1.0,10.0,1666.0
8161,Скорость света #012 Вегас Крокус Сити (AC22),"Красногорск, ул Международная, дом 20 (Вегас Крокус Сити)","55.820785, 37.386275",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,ItCharge,{'type_2': 20.0},ежедневно 10:00-24:00,8 (800) 707-17-45,"Подземный паркинг (рядом с обоими въездами, тот же этаж, рядом с мойкой и входом)
Номер 012 и 013(розетка), 22 кВт Rewatt Тype2 17 АС(2 шт)
Тарифы:
22 кВт 20 р/квт
Зарядка через приложение it.CHARGE",public_station_paid,1.0,7.0,51.0
8164,Скорость света #009 Крокус Сити Холл (AC22),"Красногорск, ул Международная, дом 20 (Крокус Сити Холл)","55.827001, 37.389969",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,ItCharge,{'type_2': 20.0},ежедневно 10:00-24:00,8 (800) 707-17-45,"Скорость света. Крокус Сити Холл . Подземный паркинг, рядом со входом от эскалатора подъезд. Место A12
Номер 009,22 кВт Тype2 17 АС(1 шт)
Зарядка через приложение it.CHARGE
22 кВт Rewatt Тype2 20 р/квт",public_station_paid,1.0,7.0,51.0
4033,ТЦ Карнавал,"ул. Московская, 96, Чехов, Московская обл., Россия, 142300","55.153419, 37.45941",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,В подземном паркинге торгового центра,public_station,1.0,7.0,436.0
8160,Скорость света #013 Вегас Крокус Сити (AC22 розетка),"Красногорск, ул Международная, дом 20 (Вегас Крокус Сити)","55.82084, 37.385767",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,ItCharge,{'type_2': 20.0},,,"Скорость света. Номер 013 (Вегас Крокус Сити)
Зарядная станция AC22 by Rewatt
тариф 20 руб/кВт-ч

парковочное место С04",public_station_paid,1.0,7.0,51.0
67,Шереметьево Международное шоссе Холидей Инн Экспресс (Coming Soon),"Россия, Московская область, городской округ Химки, Международное шоссе","55.960328, 37.413864",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,"Заправка Газпромнефть. Есть 2 розетки,но надо парковаться как можно плотнее к ограничению чтобы не мешать заправляющимся водителям",public_station,1.0,7.0,
6460,Вегас Кунцево,"Россия, Московская область, Одинцовский городской округ, село Немчиновка, Хорошёвский проезд, 14","55.72069601548108, 37.37916357815266",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,"Розетки на паркинге высоко. Только если вы ростом выше 1.8
Охранники пока не гоняли.",public_station,1.0,7.0,101.0
38784,№18 Красногорск ,"Россия, Московская область, Красногорск","55.81242749030779, 37.38767037797774",,0,0.0,1,120.0,1,60.0,1,120.0,0,0.0,RosSeti,"{'gbt': 19.0, 'ccs': 19.0, 'chademo': 19.0}",,,№18 Красногорск ,public_station_paid_fast,1.0,7.0,51.0
57,Лукойл Ensto 22 kW AC 400В 3ф 32А,"Международное ш.  вл. 18,  Московская область, RU","55.969413, 37.444353",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,7.0,15.0
1265,,"Рябиновая ул., 8, Аксенчиково, Московская обл., Россия, 142304","55.187818, 37.418743",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,7.0,1235.0
8220,Порше Центр Рублевский,"Москва, МКАД 61-й километр, строение 1","55.767068, 37.367715",,1,22.0,1,50.0,0,0.0,0,0.0,0,0.0,ItCharge,"{'type_2': 22.0, 'ccs': 22.0}",,,"Быстрая зарядная станция Porsche Center Rublevskiy

CCS 50 кВт
CCS 50 кВт
Type2 22 кВт

by it.CHARGE App",public_station_paid_fast,1.0,7.0,712.0
39528,"ARTIS #11 ТЦ ""Конфитюр"" Долгопрудный","МО, Долгопрудный, Лихачёвский проспект, 66","55.931768, 37.493679",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,ItCharge,{'type_2': 15.0},,,"Круглосуточно. На парковке ТЦ «Конфитюр». Станция зарядная для электромобилей 22 кВт.  
Максимальная мощность заряда через однофазный кабель - 7кВт. При возникнувших трудностях обращайтесь в поддержку - +7 495 177-77-37",public_station_paid,1.0,7.0,3.0
334,Ауди Центр Север (Coming Soon),Ленинградский проспект 63б,"55.863436, 37.463855",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,"Бесплатно только для автомобилей марки Audi, остальные только через кассу",public_station_fast,1.0,10.0,1666.0
39821,Энергия Москвы № 240,"Россия, Москва, улица Расплетина, 22к1","55.794307, 37.483363",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Энергия Москвы,{},,+74950181920,"Энергия Москвы. Станция № 240 / 1 х 22 кВт
Авторизация через приложение МосТранспорт",public_station,1.0,10.0,1666.0
39900,Энергия Москвы № 392,"Россия, Москва, улица Ляпидевского","55.859236, 37.49269",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Энергия Москвы,{},,+74950181920,"Энергия Москвы. Станция № 392 / 1 х 22 кВт
Авторизация через приложение МосТранспорт.",public_station,1.0,10.0,1666.0
1487,Россети электротранспорт,ул. Горбунова д.14,"55.725527, 37.375424",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+78002200220,Зарядная станция Ensto EVC100. Зарядка бесплатна. Авторизация по карте МОЕСК-EV.,public_station,1.0,7.0,101.0
